Android application is debugging.
02-10 21:27:59.965 I/art     (26521): Late-enabling -Xcheck:jni
02-10 21:33:30.412 D/Surface (26521): Surface::setBuffersDimensions(this=0xb8fa41f0,w=166,h=163)
02-10 21:33:30.425 D/Surface (26521): Surface::setBuffersDimensions(this=0xb8fa41f0,w=166,h=163)
02-10 21:33:30.443 D/Surface (26521): Surface::setBuffersDimensions(this=0xb8fa41f0,w=166,h=163)
02-10 21:33:30.460 D/Surface (26521): Surface::setBuffersDimensions(this=0xb8fa41f0,w=166,h=163)
02-10 21:33:30.476 D/Surface (26521): Surface::setBuffersDimensions(this=0xb8fa41f0,w=166,h=163)
02-10 21:33:30.494 D/Surface (26521): Surface::setBuffersDimensions(this=0xb8fa41f0,w=166,h=163)
02-10 21:33:30.514 D/Surface (26521): Surface::setBuffersDimensions(this=0xb8fa41f0,w=166,h=163)
02-10 21:33:30.529 D/Surface (26521): Surface::setBuffersDimensions(this=0xb8fa41f0,w=166,h=163)
02-10 21:33:30.545 D/Surface (26521): Surface::setBuffersDimensions(this=0xb8fa41f0,w=166,h=163)
02-10 21:33:30.565 D/Surface (26521): Surface::setBuffersDimensions(this=0xb8fa41f0,w=166,h=163)
02-10 21:33:30.579 D/Surface (26521): Surface::setBuffersDimensions(this=0xb8fa41f0,w=166,h=163)
02-10 21:33:30.597 D/Surface (26521): Surface::setBuffersDimensions(this=0xb8fa41f0,w=166,h=163)
02-10 21:33:30.618 D/Surface (26521): Surface::setBuffersDimensions(this=0xb8fa41f0,w=166,h=163)
02-10 21:33:30.634 D/Surface (26521): Surface::setBuffersDimensions(this=0xb8fa41f0,w=166,h=163)
02-10 21:33:30.657 D/Surface (26521): Surface::setBuffersDimensions(this=0xb8fa41f0,w=166,h=163)
02-10 21:33:32.820 D/Mono    (26521): Assembly Ref addref Bakkiefy[0xb7bc2a30] -> Newtonsoft.Json[0xb7bd1d58]: 3
02-10 21:33:32.878 V/PhoneWindow(26521): DecorView setVisiblity: visibility = 8 ,Parent =ViewRoot{31c4daaf com.companyname.Bakkiefy/md515b4d4a113cfef761ea6b1d5ea53d08c.MainActivity,ident = 4}, this =com.android.internal.policy.impl.PhoneWindow$DecorView{2a7e2a51 G.E..... R.....ID 0,0-102,99}
02-10 21:33:32.882 D/OpenGLRenderer(26521): Flushing caches (mode 0)
02-10 21:33:32.882 D/Surface (26521): Surface::disconnect(this=0xb8fa41f0,api=1)
02-10 21:33:32.882 D/GraphicBuffer(26521): unregister, handle(0xb8f92648) (w:166 h:163 s:176 f:0x1 u:0x000f02)
02-10 21:33:32.883 D/GraphicBuffer(26521): unregister, handle(0xb8fb6160) (w:166 h:163 s:176 f:0x1 u:0x000f02)
02-10 21:33:32.883 D/GraphicBuffer(26521): unregister, handle(0xb88ca6a0) (w:166 h:163 s:176 f:0x1 u:0x000f02)
02-10 21:33:32.883 D/GraphicBuffer(26521): unregister, handle(0xb88a3550) (w:166 h:163 s:176 f:0x1 u:0x000f02)
02-10 21:33:32.886 D/OpenGLRenderer(26521): Flushing caches (mode 0)
02-10 21:33:32.920 D/Dialog  (26521): dismissDialog
02-10 21:33:32.922 D/FeatureProxyBase(26521): FeatureProxyBase class constructor
02-10 21:33:32.923 D/MultiWindow(26521): MultiWindowProxy constructor.
02-10 21:33:32.923 D/FeatureProxyBase(26521): getService(), serviceName = multiwindow_service_v1
02-10 21:33:32.927 D/FeatureProxyBase(26521): FeatureProxyBase class constructor
02-10 21:33:32.928 D/MultiWindow(26521): MultiWindowProxy constructor.
02-10 21:33:32.929 D/FeatureProxyBase(26521): getService(), serviceName = multiwindow_service_v1
02-10 21:33:32.944 D/ProgressBar(26521): setMax, old = 100, new = 100, backtrace = android.widget.ProgressBar.<init>:300 android.widget.ProgressBar.<init>:262 android.widget.ProgressBar.<init>:258 java.lang.reflect.Constructor.newInstance:-2 java.lang.reflect.Constructor.newInstance:288 , this = android.widget.ProgressBar{93a4dd8 V.ED.... ........ 0,0-0,0 #7f0b00a2 app:id/loadingProgressBar}
02-10 21:33:32.945 D/ProgressBar(26521): setProgress, old = 0, new = 0, max = 100, backtrace = android.widget.ProgressBar.setProgress:1311 android.widget.ProgressBar.<init>:302 android.widget.ProgressBar.<init>:262 android.widget.ProgressBar.<init>:258 java.lang.reflect.Constructor.newInstance:-2 , this = android.widget.ProgressBar{93a4dd8 V.ED.... ........ 0,0-0,0 #7f0b00a2 app:id/loadingProgressBar}
02-10 21:33:32.945 D/ProgressBar(26521): setSecondaryProgress, old = 0, new = 0, max = 100, backtrace = android.widget.ProgressBar.<init>:304 android.widget.ProgressBar.<init>:262 android.widget.ProgressBar.<init>:258 java.lang.reflect.Constructor.newInstance:-2 java.lang.reflect.Constructor.newInstance:288 , this = android.widget.ProgressBar{93a4dd8 V.ED.... ........ 0,0-0,0 #7f0b00a2 app:id/loadingProgressBar}
02-10 21:33:33.027 D/ViewRootImpl(26521): hardware acceleration is enabled, this = ViewRoot{512c1b4 com.companyname.Bakkiefy/md515b4d4a113cfef761ea6b1d5ea53d08c.MainActivity,ident = 5}
02-10 21:33:33.061 D/Dialog  (26521): show
02-10 21:33:33.300 D/Mono    (26521): Image addref System.Text.Encoding.CodePages[0xb8fb6208] -> System.Text.Encoding.CodePages.dll[0xb9019950]: 2
02-10 21:33:33.300 D/Mono    (26521): Prepared to set up assembly 'System.Text.Encoding.CodePages' (System.Text.Encoding.CodePages.dll)
02-10 21:33:33.300 D/Mono    (26521): Assembly System.Text.Encoding.CodePages[0xb8fb6208] added to domain RootDomain, ref_count=1
02-10 21:33:33.303 D/Mono    (26521): AOT: image 'System.Text.Encoding.CodePages.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-System.Text.Encoding.CodePages.dll.so" not found
02-10 21:33:33.305 D/Mono    (26521): AOT: image '/usr/local/lib/mono/aot-cache/arm/System.Text.Encoding.CodePages.dll.so' not found: dlopen failed: library "/data/app/com.companyname.Bakkiefy-1/lib/arm/libaot-System.Text.Encoding.CodePages.dll.so" not found
02-10 21:33:33.306 D/Mono    (26521): Config attempting to parse: 'System.Text.Encoding.CodePages.dll.config'.
02-10 21:33:33.306 D/Mono    (26521): Config attempting to parse: '/usr/local/etc/mono/assemblies/System.Text.Encoding.CodePages/System.Text.Encoding.CodePages.config'.
02-10 21:33:33.306 D/Mono    (26521): Assembly Ref addref Flurl.Http[0xb7bc7458] -> System.Text.Encoding.CodePages[0xb8fb6208]: 2
02-10 21:33:33.306 D/Mono    (26521): Assembly Ref addref System.Text.Encoding.CodePages[0xb8fb6208] -> mscorlib[0xb7b82a18]: 84
Loaded assembly: System.Text.Encoding.CodePages.dll [External]
02-10 21:33:34.603 I/Choreographer(26521): Skipped 232 frames!  The application may be doing too much work on its main thread.
02-10 21:33:34.674 D/OpenGLRenderer(26521): CanvasContext() 0xb8b0d650 initialize 0xb907d458
02-10 21:33:34.674 D/Surface (26521): Surface::connect(this=0xb907d450,api=1)
02-10 21:33:34.679 V/InputMethodManager(26521): onWindowFocus: md5b60ffeb829f638581ab2bb9b1a7f4f3f.PlatformRenderer{145c0342 VFE..... .F.....D 0,0-320,455} softInputMode=32 first=false flags=#81810100
02-10 21:33:34.679 V/InputMethodManager(26521): START INPUT: md5b60ffeb829f638581ab2bb9b1a7f4f3f.PlatformRenderer{145c0342 VFE..... .F.....D 0,0-320,455} ic=null tba=android.view.inputmethod.EditorInfo@253981dd controlFlags=#101
02-10 21:33:34.681 D/GraphicBuffer(26521): register, handle(0xb9081758) (w:147 h:163 s:160 f:0x1 u:0x000f02)
02-10 21:33:34.682 I/MaliEGL (26521): [Mali]window_type=1, is_framebuffer=0, errnum = 0
02-10 21:33:34.682 I/MaliEGL (26521): [Mali]surface->num_buffers=4, surface->num_frames=3, win_min_undequeued=1
02-10 21:33:34.682 I/MaliEGL (26521): [Mali]max_allowed_dequeued_buffers=3
02-10 21:33:34.682 D/Surface (26521): Surface::setBufferCount(this=0xb907d450,bufferCount=4)
02-10 21:33:34.689 D/GraphicBuffer(26521): unregister, handle(0xb9081758) (w:147 h:163 s:160 f:0x1 u:0x000f02)
02-10 21:33:34.690 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:34.692 D/GraphicBuffer(26521): register, handle(0xb9081758) (w:147 h:163 s:160 f:0x1 u:0x000f02)
02-10 21:33:34.692 D/Surface (26521): Surface::allocateBuffers(this=0xb907d450)
02-10 21:33:34.696 V/InputMethodManager(26521): onWindowFocus: null softInputMode=288 first=true flags=#1800002
02-10 21:33:34.700 V/InputMethodManager(26521): START INPUT: com.android.internal.policy.impl.PhoneWindow$DecorView{25436fee V.E..... R.....ID 0,0-83,99} ic=null tba=android.view.inputmethod.EditorInfo@2cfbd152 controlFlags=#104
02-10 21:33:34.760 D/Surface (26521): Surface::setBuffersDimensions(this=0xb87969f0,w=320,h=480)
02-10 21:33:34.778 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:34.782 D/GraphicBuffer(26521): register, handle(0xb8b9e678) (w:147 h:163 s:160 f:0x1 u:0x000f02)
02-10 21:33:34.790 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:34.796 D/GraphicBuffer(26521): register, handle(0xb905cbe8) (w:147 h:163 s:160 f:0x1 u:0x000f02)
02-10 21:33:34.811 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:34.812 D/GraphicBuffer(26521): register, handle(0xb8960c58) (w:147 h:163 s:160 f:0x1 u:0x000f02)
02-10 21:33:34.817 V/TextView(26521): stopSelectionActionMode()
02-10 21:33:34.817 V/TextView(26521): stopSelectionActionMode()
02-10 21:33:34.817 V/TextView(26521): stopSelectionActionMode()
02-10 21:33:34.818 V/TextView(26521): stopSelectionActionMode()
02-10 21:33:34.846 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:34.853 D/Surface (26521): Surface::setBuffersDimensions(this=0xb87969f0,w=320,h=480)
02-10 21:33:34.869 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:34.894 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:34.900 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:34.918 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:34.931 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:34.948 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:34.964 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:34.983 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:34.998 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.015 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.037 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.047 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.071 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.104 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.116 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.130 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.148 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.172 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.187 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.208 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.229 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.239 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.251 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.275 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.286 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.302 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.324 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.338 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.363 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.372 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.391 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.407 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.424 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.440 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.457 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.473 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.493 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.509 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.527 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.545 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.560 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.576 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.594 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.610 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.626 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.645 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.662 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.682 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.695 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.714 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.729 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.748 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.763 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.784 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.798 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.817 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.832 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.850 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.874 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.884 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.904 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.918 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.939 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.952 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.968 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:35.988 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.002 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.024 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.036 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.056 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.071 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.089 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.105 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.121 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.140 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.161 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.181 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.190 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.211 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.230 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.241 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.263 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.275 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.302 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.319 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.331 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.343 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.364 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.378 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.396 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.412 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.431 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.446 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.464 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.484 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.506 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.515 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.532 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.550 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.568 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.584 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.601 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.619 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.634 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.650 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.673 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.686 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.706 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.720 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.736 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.761 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.770 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.789 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.805 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.822 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
02-10 21:33:36.840 D/Surface (26521): Surface::setBuffersDimensions(this=0xb907d450,w=147,h=163)
